Kelas,Hari,Jam,WaktuMulai,WaktuSelesai,Kind,MataPelajaran,Guru,Ruang
X TKI 1,Senin,1,07:00,07:40,UPACARA,Upacara/Apel,,
X TKI 1,Senin,2-3,07:40,09:00,CLASS,Bahasa Inggris,"Muto'atul Khosi'ah, S.Pd",Lab. KI 1
X TKI 1,Senin,4-5-6,09:00,11:20,CLASS,PJOK,"Ilham Sungeidi, S.Pd",LAP
X TKI 1,Senin,7-8,11:20,13:40,CLASS,Bahasa Indonesia,"Yani, S.Pd.",Lab. KI 1
X TKI 1,Senin,9-10,13:40,15:00,CLASS,Bahasa Jawa,"Yustin Febrini, S.Pd",Lab. KI 1
X TKI 1,Selasa,1-2,07:00,08:20,CLASS,Seni Budaya,"Anang Prasetyo, S.Pd",Lab. KI 1
X TKI 1,Selasa,3-4,08:20,09:40,CLASS,Bahasa Indonesia,"Yani, S.Pd.",Lab. KI 1
X TKI 1,Selasa,5-6-7,10:00,12:00,CLASS,IPAS,"Khuriyatul Kamila, S.Si",Lab. KI 1
X TKI 1,Selasa,8-9-10,13:00,15:00,CLASS,Dasar TKI,"Rifkotin Na'imah, S.Pd",Lab. KI 1
X TKI 1,Rabu,1-2,07:00,08:20,CLASS,Koding dan Kecerdasan Artifisial,"Endang Ary Handayani S.T., M.Pd",Lab. TKJ 3
X TKI 1,Rabu,3-4-5,08:20,10:40,CLASS,Dasar TKI,"Sri Kusumastuti, S.Pd",Lab. KI 1
X TKI 1,Rabu,6-7-8,10:40,13:40,CLASS,Pendidikan Agama Islam dan Budi Pekerti,"Muashofah, M.Pd",Lab. KI 1
X TKI 1,Rabu,9-10,13:40,15:00,CLASS,Informatika,"Lutfia Marsalina, S.Pd.I M.Pd.",Lab. Broadcast
X TKI 1,Kamis,1-2,07:00,08:20,CLASS,Matematika,"Arvia Rienetasary, S.Pd",Lab. KI 1
X TKI 1,Kamis,3-4,08:20,09:40,CLASS,Pendidikan Pancasila,"Wiwik Yuniarsih, S.Pd",Lab. KI 1
X TKI 1,Kamis,5-6-7,10:00,12:00,CLASS,IPAS,"Khuriyatul Kamila, S.Si",Lab. KI 1
X TKI 1,Kamis,8-9-10,13:00,15:00,CLASS,Dasar TKI,"Sri Kusumastuti, S.Pd",Lab. KI 1
X TKI 1,Jumat,1,07:00,07:30,PEMBIASAAN,Pembiasaan Hari Jumat,,
X TKI 1,Jumat,2-3-4,07:30,09:00,CLASS,Dasar TKI,"Rifkotin Na'imah, S.Pd",Lab. KI 1
X TKI 1,Jumat,5,09:00,09:30,CLASS,BK,Yuni Jiastuti S.Pd,Lab. KI 1
X TKI 1,Jumat,6-7,09:50,10:50,CLASS,Matematika,"Arvia Rienetasary, S.Pd",Lab. KI 1
X TKI 1,Jumat,8-9,10:50,13:30,CLASS,Informatika,"Lutfia Marsalina, S.Pd.I M.Pd.",Lab. Broadcast
X TKI 1,Jumat,10-11,13:30,14:30,CLASS,Sejarah,"Fajar Luthfianto, S.Pd",Lab. KI 1
X TKI 1,Jumat,12-13,14:30,15:30,CLASS,Bahasa Inggris,"Muto'atul Khosi'ah, S.Pd",Lab. KI 1
X TKI 2,Senin,1,07:00,07:40,UPACARA,Upacara/Apel,,
X TKI 2,Senin,2-3,07:40,09:00,CLASS,Bahasa Indonesia,"Yani, S.Pd.",R 10
X TKI 2,Senin,4-5,09:00,10:40,CLASS,Matematika,"Arvia Rienetasary, S.Pd",R 10
X TKI 2,Senin,6-7,10:40,12:00,CLASS,Pendidikan Pancasila,"Wiwik Yuniarsih, S.Pd",R 10
X TKI 2,Senin,8-9-10,13:00,15:00,CLASS,Dasar TKI,"Sri Kusumastuti, S.Pd",R 10
X TKI 2,Selasa,1,07:00,07:40,CLASS,BK,Yuni Jiastuti S.Pd,R 10
X TKI 2,Selasa,2-3-4,07:40,09:40,CLASS,Dasar TKI,"Rifkotin Na'imah, S.Pd",R 10
X TKI 2,Selasa,5-6,10:00,11:20,CLASS,Informatika,"Lutfia Marsalina, S.Pd.I M.Pd.",Lab. Broadcast
X TKI 2,Selasa,7-8,11:20,13:40,CLASS,Sejarah,"Ista Nofasari, S.Pd",R 10
X TKI 2,Selasa,9-10,13:40,15:00,CLASS,Koding dan Kecerdasan Artifisial,"Endang Ary Handayani S.T., M.Pd",Lab. TKJ 3
X TKI 2,Rabu,1-2,07:00,08:20,CLASS,Matematika,"Arvia Rienetasary, S.Pd",R 10
X TKI 2,Rabu,3-4,08:20,09:40,CLASS,Seni Budaya,"Anang Prasetyo, S.Pd",R 10
X TKI 2,Rabu,5-6,10:00,11:20,CLASS,Bahasa Inggris,"Fitria Renytasari, S.Pd",R 10
X TKI 2,Rabu,7-8,11:20,13:40,CLASS,Informatika,"Lutfia Marsalina, S.Pd.I M.Pd.",Lab. Broadcast
X TKI 2,Rabu,9-10,13:40,15:00,CLASS,Bahasa Jawa,"Yustin Febrini, S.Pd",R 10
X TKI 2,Kamis,1-2-3,07:00,09:00,CLASS,Dasar TKI,"Rifkotin Na'imah, S.Pd",R 10
X TKI 2,Kamis,4-5,09:00,10:40,CLASS,Bahasa Inggris,"Fitria Renytasari, S.Pd",R 10
X TKI 2,Kamis,6-7,10:40,12:00,CLASS,Bahasa Indonesia,"Yani, S.Pd.",R 10
X TKI 2,Kamis,8-9-10,13:00,15:00,CLASS,IPAS,"Khuriyatul Kamila, S.Si",R 10
X TKI 2,Jumat,1,07:00,07:30,PEMBIASAAN,Pembiasaan Hari Jumat,,
X TKI 2,Jumat,2-3-4,07:30,09:00,CLASS,Pendidikan Agama Islam dan Budi Pekerti,"Mufatiroh, S.Ag",R 10
X TKI 2,Jumat,5-6-7,09:00,10:50,CLASS,PJOK,"Ilham Sungeidi, S.Pd",LAP
X TKI 2,Jumat,8-9-10,10:50,14:00,CLASS,Dasar TKI,"Sri Kusumastuti, S.Pd",R 10
X TKI 2,Jumat,11-12-13,14:00,15:30,CLASS,IPAS,"Khuriyatul Kamila, S.Si",R 10
X RPL 1,Senin,1,07:00,07:40,UPACARA,Upacara/Apel,,
X RPL 1,Senin,2-3,07:40,09:00,CLASS,Bahasa Indonesia,"Winartin, S.Pd",Lab. RPL 1
X RPL 1,Senin,4,09:00,09:40,CLASS,BK,Widodo S.Pd,Lab. RPL 1
X RPL 1,Senin,5-6-7,10:00,12:00,CLASS,PJOK,"Zainul Arifin,S.Pd",LAP
X RPL 1,Senin,8-9-10,13:00,15:00,CLASS,IPAS,"Indriati, S.Pd",R 57
X RPL 1,Selasa,1-2-3,07:00,09:00,CLASS,IPAS,"Indriati, S.Pd",R 57
X RPL 1,Selasa,4-5,09:00,10:40,CLASS,Bahasa Jawa,Rizki Putri Wulandari S.Pd,R 57
X RPL 1,Selasa,6-7,10:40,12:00,CLASS,Bahasa Inggris,"Fitria Renytasari, S.Pd",R 57
X RPL 1,Selasa,8-9-10,13:00,15:00,CLASS,Pendidikan Agama Islam dan Budi Pekerti,"Mufatiroh, S.Ag",R 57
X RPL 1,Rabu,1-2,07:00,08:20,CLASS,Seni Budaya,"Anang Prasetyo, S.Pd",R 57
X RPL 1,Rabu,3-4,08:20,09:40,CLASS,Matematika,"Elysa Yuli Nur'aini, S.Si",R 57
X RPL 1,Rabu,5-6,10:00,11:20,CLASS,Informatika,Kurnila Putri Islamawati S.Pd,Lab. RPL 1
X RPL 1,Rabu,7-8-9-10,11:20,15:00,CLASS,Dasar PPLG,"Badrus Sulaiman, S.Pd.",Lab. RPL 1
X RPL 1,Kamis,1-2,07:00,08:20,CLASS,Bahasa Inggris,"Fitria Renytasari, S.Pd",R 57
X RPL 1,Kamis,3-4,08:20,09:40,CLASS,Matematika,"Elysa Yuli Nur'aini, S.Si",R 57
X RPL 1,Kamis,5-6,10:00,11:20,CLASS,Sejarah,"Yustin Febrini, S.Pd",R 57
X RPL 1,Kamis,7-8-9-10,11:20,15:00,CLASS,Dasar PPLG,"Ruly Dwi Setyaningrum, S.Kom",Lab. RPL 1
X RPL 1,Jumat,1,07:00,07:30,PEMBIASAAN,Pembiasaan Hari Jumat,,
X RPL 1,Jumat,2-3-4-5,07:30,09:30,CLASS,Dasar PPLG,"Ruly Dwi Setyaningrum, S.Kom",Lab. RPL 1
X RPL 1,Jumat,6-7,09:50,10:50,CLASS,Koding dan Kecerdasan Artifisial,Elyana Frisca Monica S.Pd,Lab. RPL 1
X RPL 1,Jumat,8-9,10:50,13:30,CLASS,Pendidikan Pancasila,"Abdul Rohman, S.Pd",R 57
X RPL 1,Jumat,10-11,13:30,14:30,CLASS,Informatika,Kurnila Putri Islamawati S.Pd,Lab. RPL 1
X RPL 1,Jumat,12-13,14:30,15:30,CLASS,Bahasa Indonesia,"Winartin, S.Pd",Lab. RPL 1
X RPL 2,Senin,1,07:00,07:40,UPACARA,Upacara/Apel,,
X RPL 2,Senin,2-3-4-5,07:40,10:40,CLASS,Dasar PPLG,"Ruly Dwi Setyaningrum, S.Kom",Lab. RPL 2
X RPL 2,Senin,6-7,10:40,12:00,CLASS,Bahasa Indonesia,"Umi Kulsum, S.Pd",R 57
X RPL 2,Senin,8-9-10,13:00,15:00,CLASS,IPAS,"Fitri Amaliyah, S.Pd",R 58
X RPL 2,Selasa,1-2-3-4,07:00,09:40,CLASS,Informatika,"Elyana Frisca Monica, S.Pd",Lab. RPL 2
X RPL 2,Selasa,5-6,10:00,11:20,CLASS,Koding dan Kecerdasan Artifisial,Elyana Frisca Monica S.Pd,Lab. RPL 2
X RPL 2,Selasa,7-8,11:20,13:40,CLASS,Sejarah,"Yustin Febrini, S.Pd",R 58
X RPL 2,Selasa,9-10,13:40,15:00,CLASS,Pendidikan Pancasila,"Abdul Rohman, S.Pd",R 58
X RPL 2,Rabu,1-2,07:00,08:20,CLASS,Bahasa Inggris,"Fajar Wahyu Pratiwi, S.S",R 58
X RPL 2,Rabu,3-4,08:20,09:40,CLASS,Bahasa Inggris,"Fajar Wahyu Pratiwi, S.S",R 58
X RPL 2,Rabu,5-6,10:00,11:20,CLASS,Matematika,"Elysa Yuli Nur'aini, S.Si",R 58
X RPL 2,Rabu,7-8-9-10,11:20,15:00,CLASS,Dasar PPLG,"Ruly Dwi Setyaningrum, S.Kom",Lab. RPL 2
X RPL 2,Kamis,1-2-3-4,07:00,09:40,CLASS,Dasar PPLG,"Badrus Sulaiman, S.Pd.",Lab. RPL 2
X RPL 2,Kamis,5-6-7,10:00,12:00,CLASS,Pendidikan Agama Islam dan Budi Pekerti,"Mufatiroh, S.Ag",R 58
X RPL 2,Kamis,8-9-10,13:00,15:00,CLASS,IPAS,"Fitri Amaliyah, S.Pd",R 58
X RPL 2,Jumat,1,07:00,07:30,PEMBIASAAN,Pembiasaan Hari Jumat,,
X RPL 2,Jumat,2-3,07:30,08:30,CLASS,Bahasa Indonesia,"Umi Kulsum, S.Pd",Lab. RPL 2
X RPL 2,Jumat,4,08:30,09:00,CLASS,BK,Widodo S.Pd,Lab. RPL 2
X RPL 2,Jumat,5-6-7,09:00,10:50,CLASS,PJOK,"Zainul Arifin,S.Pd",Lapangan
X RPL 2,Jumat,8-9,10:50,13:30,CLASS,Bahasa Jawa,"Laili Ermawati, S.Pd",R 58
X RPL 2,Jumat,10-11,13:30,14:30,CLASS,Seni Budaya,"Anang Prasetyo, S.Pd",R 58
X RPL 2,Jumat,12-13,14:30,15:30,CLASS,Matematika,"Elysa Yuli Nur'aini, S.Si",R 58
X TKJ 1,Senin,1,07:00,07:40,UPACARA,Upacara/Apel,,
X TKJ 1,Senin,2-3-4,07:40,09:40,CLASS,IPAS,"Fitri Amaliyah, S.Pd",R 32
X TKJ 1,Senin,5-6,10:00,11:20,CLASS,Bahasa Inggris,"Isti Mufadah, S.Pd",R 32
X TKJ 1,Senin,7-8,11:20,13:40,CLASS,Koding dan Kecerdasan Artifisial,"Listyana Hartati, S.Kom. M.Pd",Lab. TKJ 3
X TKJ 1,Senin,9-10,13:40,15:00,CLASS,Dasar TJKT,"Listyana Hartati, S.Kom. M.Pd",Lab. TKJ 3
X TKJ 1,Selasa,1-2-3-4,07:00,09:40,CLASS,Informatika,"Siswanti Purwaningsih, S.T., M.Pd",Lab. TKJ 3
X TKJ 1,Selasa,5-6-7,10:00,12:00,CLASS,IPAS,"Fitri Amaliyah, S.Pd",R 32
X TKJ 1,Selasa,8-9,13:00,14:20,CLASS,Bahasa Jawa,Muhammad Fajar Assidiqi S.Pd,R 32
X TKJ 1,Selasa,10,14:20,15:00,CLASS,BK,Nishfu Laili S.Pd,R 32
X TKJ 1,Rabu,1-2,07:00,08:20,CLASS,Matematika,"Basuki Sarjono, S.Pd",R 32
X TKJ 1,Rabu,3-4,08:20,09:40,CLASS,Bahasa Indonesia,"Sri Rahayu, S.Pd",R 32
X TKJ 1,Rabu,5-6,10:00,11:20,CLASS,Dasar TJKT,"Endang Ary Handayani S.T., M.Pd",Lab. TKJ 3
X TKJ 1,Rabu,7-8,11:20,13:40,CLASS,Matematika,"Basuki Sarjono, S.Pd",R 32
X TKJ 1,Rabu,9-10,13:40,15:00,CLASS,Bahasa Inggris,"Isti Mufadah, S.Pd",R 32
X TKJ 1,Kamis,1-2,07:00,08:20,CLASS,Sejarah,"Ista Nofasari, S.Pd",R 32
X TKJ 1,Kamis,3-4,08:20,09:40,CLASS,Bahasa Indonesia,"Sri Rahayu, S.Pd",R 32
X TKJ 1,Kamis,5-6,10:00,11:20,CLASS,Pendidikan Pancasila,"Wiwik Yuniarsih, S.Pd",R 32
X TKJ 1,Kamis,7-8-9-10,11:20,15:00,CLASS,Dasar TJKT,"Siti Munawaroh, S.Kom.,M.Pd",Lab. TKJ 3
X TKJ 1,Jumat,1,07:00,07:30,PEMBIASAAN,Pembiasaan Hari Jumat,,
X TKJ 1,Jumat,2-3-4,07:30,09:00,CLASS,PJOK,"Ilham Sungeidi, S.Pd",Lapangan
X TKJ 1,Jumat,5-6,09:00,10:20,CLASS,Seni Budaya,"Anang Prasetyo, S.Pd",R 32
X TKJ 1,Jumat,7-8-9-10,10:20,14:00,CLASS,Dasar TJKT,"Siswanti Purwaningsih, S.T., M.Pd",Lab. TKJ 3
X TKJ 1,Jumat,11-12-13,14:00,15:30,CLASS,Pendidikan Agama Islam dan Budi Pekerti,"Sinta Lestari, S.Pd.I",R 32
X TKJ 2,Senin,1,07:00,07:40,UPACARA,Upacara/Apel,,
X TKJ 2,Senin,2-3-4-5,07:40,10:40,CLASS,Dasar TJKT,"Siti Munawaroh, S.Kom.,M.Pd",Lab. TKJ 3
X TKJ 2,Senin,6-7-8,10:40,13:40,CLASS,Pendidikan Agama Islam dan Budi Pekerti,"Sinta Lestari, S.Pd.I",R 33
X TKJ 2,Senin,9-10,13:40,15:00,CLASS,Matematika,"Basuki Sarjono, S.Pd",R 33
X TKJ 2,Selasa,1-2,07:00,08:20,CLASS,Bahasa Indonesia,"Sri Rahayu, S.Pd",R 33
X TKJ 2,Selasa,3-4-5,08:20,10:40,CLASS,PJOK,"Ilham Sungeidi, S.Pd",Lapangan
X TKJ 2,Selasa,6-7,10:40,12:00,CLASS,Dasar TJKT,"Endang Ary Handayani S.T., M.Pd",Lab. TKJ 3
X TKJ 2,Selasa,8-9-10,13:00,15:00,CLASS,IPAS,"Fitri Amaliyah, S.Pd",R 33
X TKJ 2,Rabu,1-2,07:00,08:20,CLASS,Pendidikan Pancasila,"Wiwik Yuniarsih, S.Pd",R 33
X TKJ 2,Rabu,3,08:20,09:00,CLASS,BK,"Nishfu Laili, S.Pd",R 33
X TKJ 2,Rabu,4-5-6,09:00,11:20,CLASS,IPAS,"Fitri Amaliyah, S.Pd",R 33
X TKJ 2,Rabu,7-8,11:20,13:40,CLASS,Dasar TJKT,"Listyana Hartati, S.Kom. M.Pd",Lab. TKJ 3
X TKJ 2,Rabu,9-10,13:40,15:00,CLASS,Matematika,"Basuki Sarjono, S.Pd",R 33
X TKJ 2,Kamis,1-2-3-4,07:00,09:40,CLASS,Informatika,"Siswanti Purwaningsih, S.T., M.Pd",Lab. TKJ 3
X TKJ 2,Kamis,5-6,10:00,11:20,CLASS,Bahasa Indonesia,"Sri Rahayu, S.Pd",R 33
X TKJ 2,Kamis,7-8,11:20,13:40,CLASS,Seni Budaya,"Anang Prasetyo, S.Pd",R 33
X TKJ 2,Kamis,9-10,13:40,15:00,CLASS,Bahasa Inggris,"Isti Mufadah, S.Pd",R 33
X TKJ 2,Jumat,1,07:00,07:30,PEMBIASAAN,Pembiasaan Hari Jumat,,
X TKJ 2,Jumat,2-3-4-5,07:30,09:30,CLASS,Dasar TJKT,"Siswanti Purwaningsih, S.T., M.Pd",Lab. TKJ 3
X TKJ 2,Jumat,6-7,09:50,10:50,CLASS,Sejarah,"Yustin Febrini, S.Pd",R 33
X TKJ 2,Jumat,8-9,10:50,13:30,CLASS,Bahasa Jawa,Muhammad Fajar Assidiqi S.Pd,R 33
X TKJ 2,Jumat,10-11,13:30,14:30,CLASS,Bahasa Inggris,"Isti Mufadah, S.Pd",R 33
X TKJ 2,Jumat,12-13,14:30,15:30,CLASS,Koding dan Kecerdasan Artifisial,"Listyana Hartati, S.Kom. M.Pd",Lab. TKJ 3
X BD 1,Senin,1,07:00,07:40,UPACARA,Upacara/Apel,,
X BD 1,Senin,2-3,07:40,09:00,CLASS,Sejarah,"Pipit Ambarwati, S.Pd",R 23
X BD 1,Senin,4-5-6-7,09:00,12:00,CLASS,Dasar PM,"Ratih Dian Irawati, SE",R 23
X BD 1,Senin,8-9,13:00,14:20,CLASS,Bahasa Indonesia,"Arif Setyobudi, S.Pd",R 23
X BD 1,Senin,10,14:20,15:00,CLASS,BK,Dian Mawarti S.Pd,R 23
X BD 1,Selasa,1-2-3,07:00,09:00,CLASS,Pendidikan Agama Islam dan Budi Pekerti,"Sinta Lestari, S.Pd.I",R 23
X BD 1,Selasa,4-5,09:00,10:40,CLASS,Bahasa Indonesia,"Arif Setyobudi, S.Pd",R 23
X BD 1,Selasa,6-7-8,10:40,13:40,CLASS,IPAS,"Indriati, S.Pd",R 23
X BD 1,Selasa,9-10,13:40,15:00,CLASS,Matematika,"Laili Ermawati, S.Pd",R 23
X BD 1,Rabu,1-2,07:00,08:20,CLASS,Koding dan Kecerdasan Artifisial,"Siti Munawaroh, S.Kom. M.Pd",Lab. PM Belakang
X BD 1,Rabu,3-4,08:20,09:40,CLASS,Bahasa Inggris,"Muto'atul Khosi'ah, S.Pd",R 23
X BD 1,Rabu,5-6-7-8,10:00,13:40,CLASS,Dasar PM,"Anisa Kusumawati, S.Pd",R 23
X BD 1,Rabu,9-10,13:40,15:00,CLASS,Seni Budaya,"Angga Widhy Wirawan S.Pd.,M.Pd",R 23
X BD 1,Kamis,1-2-3,07:00,09:00,CLASS,IPAS,"Indriati, S.Pd",R 23
X BD 1,Kamis,4-5-6,09:00,11:20,CLASS,PJOK,"Agus Fahruddy, S.Pd., M.Pd",LAP
X BD 1,Kamis,7-8,11:20,13:40,CLASS,Bahasa Inggris,"Muto'atul Khosi'ah, S.Pd",R 23
X BD 1,Kamis,9-10,13:40,15:00,CLASS,Pendidikan Pancasila,"Anisa Kusumawati, S.Pd",R 23
X BD 1,Jumat,1,07:00,07:30,PEMBIASAAN,Pembiasaan Hari Jumat,,
X BD 1,Jumat,2-3-4-5,07:30,09:30,CLASS,Informatika,"Eko Saputro, S.Pd",Lab. PM Belakang
X BD 1,Jumat,6-7,09:50,10:50,CLASS,Matematika,"Laili Ermawati, S.Pd",R 23
X BD 1,Jumat,8-9-10-11,10:50,14:30,CLASS,Dasar PM,"Retno Widyastuti, S.Pd., M.Pd",R 23
X BD 1,Jumat,12-13,14:30,15:30,CLASS,Bahasa Jawa,Rizki Putri Wulandari S.Pd,R 23
X BD 2,Senin,1,07:00,07:40,UPACARA,Upacara/Apel,,
X BD 2,Senin,2-3-4,07:40,09:40,CLASS,IPAS,"Indriati, S.Pd",R 24
X BD 2,Senin,5-6-7-8,10:00,13:40,CLASS,Dasar PM,"Retno Widyastuti, S.Pd., M.Pd",R 24
X BD 2,Senin,9-10,13:40,15:00,CLASS,Pendidikan Pancasila,"Anisa Kusumawati, S.Pd",R 24
X BD 2,Selasa,1-2,07:00,08:20,CLASS,Bahasa Jawa,"Erna Qoriah, S.E.",R 24
X BD 2,Selasa,3-4,08:20,09:40,CLASS,Koding dan Kecerdasan Artifisial,"Siti Munawaroh, S.Kom. M.Pd",Lab. PM Belakang
X BD 2,Selasa,5-6,10:00,11:20,CLASS,Matematika,"Laili Ermawati, S.Pd",R 24
X BD 2,Selasa,7-8-9-10,11:20,15:00,CLASS,Dasar PM,"Ratih Dian Irawati, SE",R 24
X BD 2,Rabu,1-2-3,07:00,09:00,CLASS,Pendidikan Agama Islam dan Budi Pekerti,"Sinta Lestari, S.Pd.I",R 24
X BD 2,Rabu,4-5-6,09:00,11:20,CLASS,IPAS,"Indriati, S.Pd",R 24
X BD 2,Rabu,7-8-9-10,11:20,15:00,CLASS,Informatika,"Eko Saputro, S.Pd",Lab. PM Belakang
X BD 2,Kamis,1-2-3-4,07:00,09:40,CLASS,Dasar PM,"Anisa Kusumawati, S.Pd",R 24
X BD 2,Kamis,5-6,10:00,11:20,CLASS,Bahasa Inggris,"Dwi Rini Manfaati, S.Pd",R 24
X BD 2,Kamis,7-8,11:20,13:40,CLASS,Sejarah,"Pipit Ambarwati, S.Pd",R 24
X BD 2,Kamis,9-10,13:40,15:00,CLASS,Bahasa Indonesia,"Arif Setyobudi, S.Pd",R 24
X BD 2,Jumat,1,07:00,07:30,PEMBIASAAN,Pembiasaan Hari Jumat,,
X BD 2,Jumat,2,07:30,08:00,CLASS,BK,Dian Mawarti S.Pd,R 24
X BD 2,Jumat,3-4,08:00,09:00,CLASS,Bahasa Inggris,"Dwi Rini Manfaati, S.Pd",R 24
X BD 2,Jumat,5-6-7,09:00,10:50,CLASS,PJOK,"Agus Fahruddy, S.Pd., M.Pd",LAP
X BD 2,Jumat,8-9,10:50,13:30,CLASS,Bahasa Indonesia,"Arif Setyobudi, S.Pd",R 24
X BD 2,Jumat,10-11,13:30,14:30,CLASS,Seni Budaya,"Angga Widhy Wirawan S.Pd.,M.Pd",R 24
X BD 2,Jumat,12-13,14:30,15:30,CLASS,Matematika,"Laili Ermawati, S.Pd",R 24
X BD 3,Senin,1,07:00,07:40,UPACARA,Upacara/Apel,,
X BD 3,Senin,2-3-4,07:40,09:40,CLASS,Pendidikan Agama Islam dan Budi Pekerti,"Fitria Diah Ayu Hartati, S.Pd",R 25
X BD 3,Senin,5-6-7,10:00,12:00,CLASS,PJOK,"Bella Prakoso, S.Pd",Lapangan
X BD 3,Senin,8-9-10,13:00,15:00,CLASS,IPAS,"Sri Subekti, S.Pd",R 25
X BD 3,Selasa,1-2,07:00,08:20,CLASS,Matematika,"Eko Saputro, S.Pd",R 25
X BD 3,Selasa,3-4-5-6,08:20,11:20,CLASS,Dasar PM,"Retno Widyastuti, S.Pd., M.Pd",R 25
X BD 3,Selasa,7-8,11:20,13:40,CLASS,Bahasa Inggris,"Dwi Rini Manfaati, S.Pd",R 25
X BD 3,Selasa,9-10,13:40,15:00,CLASS,Bahasa Indonesia,"Siti Khoiriyah, S.Pd",R 25
X BD 3,Rabu,1-2-3-4,07:00,09:40,CLASS,Dasar PM,"Anisa Kusumawati, S.Pd",R 25
X BD 3,Rabu,5-6,10:00,11:20,CLASS,Sejarah,"Yustin Febrini, S.Pd",R 25
X BD 3,Rabu,7-8,11:20,13:40,CLASS,Bahasa Jawa,Muhammad Fajar Assidiqi S.Pd,R 25
X BD 3,Rabu,9-10,13:40,15:00,CLASS,Bahasa Indonesia,"Siti Khoiriyah, S.Pd",R 25
X BD 3,Kamis,1-2,07:00,08:20,CLASS,Pendidikan Pancasila,"Abdul Rohman, S.Pd",R 25
X BD 3,Kamis,3-4-5,08:20,10:40,CLASS,IPAS,"Sri Subekti, S.Pd",R 25
X BD 3,Kamis,6-7,10:40,12:00,CLASS,Seni Budaya,"Angga Widhy Wirawan S.Pd.,M.Pd",R 25
X BD 3,Kamis,8-9,13:00,14:20,CLASS,Bahasa Inggris,"Dwi Rini Manfaati, S.Pd",R 25
X BD 3,Kamis,10,14:20,15:00,CLASS,BK,"Niken Hari Pratiwi, S.Psi.,M.Pd",R 25
X BD 3,Jumat,1,07:00,07:30,PEMBIASAAN,Pembiasaan Hari Jumat,,
X BD 3,Jumat,2-3-4-5,07:30,09:30,CLASS,Dasar PM,"Ratih Dian Irawati, SE",R 25
X BD 3,Jumat,6-7-8-9,09:50,13:30,CLASS,Informatika,"Eko Saputro, S.Pd",Lab. PM Belakang
X BD 3,Jumat,10-11,13:30,14:30,CLASS,Matematika,"Eko Saputro, S.Pd",R 25
X BD 3,Jumat,12-13,14:30,15:30,CLASS,Koding dan Kecerdasan Artifisial,"Siti Munawaroh, S.Kom. M.Pd",Lab. PM Belakang
X MP 1,Senin,1,07:00,07:40,UPACARA,Upacara/Apel,,
X MP 1,Senin,2-3-4,07:40,09:40,CLASS,IPAS,"Sri Subekti, S.Pd",R 11
X MP 1,Senin,5-6,10:00,11:20,CLASS,Sejarah,"Fajar Luthfianto, S.Pd",R 11
X MP 1,Senin,7-8,11:20,13:40,CLASS,Seni Budaya,"Angga Widhy Wirawan S.Pd.,M.Pd",R 11
X MP 1,Senin,9-10,13:40,15:00,CLASS,Bahasa Indonesia,"Purwati,S.Pd",R 11
X MP 1,Selasa,1-2-3-4,07:00,09:40,CLASS,Dasar MPLB,"Dwi Kuswanto, S.Pd",R 11
X MP 1,Selasa,5-6,10:00,11:20,CLASS,Bahasa Inggris,"Komariyah, S.Pd",R 11
X MP 1,Selasa,7-8,11:20,13:40,CLASS,Bahasa Indonesia,"Purwati,S.Pd",R 11
X MP 1,Selasa,9-10,13:40,15:00,CLASS,Matematika,"Rulik Indrawati, S.Pd",R 11
X MP 1,Rabu,1-2,07:00,08:20,CLASS,Bahasa Inggris,"Komariyah, S.Pd",R 11
X MP 1,Rabu,3-4,08:20,09:40,CLASS,Bahasa Jawa,Muhammad Fajar Assidiqi S.Pd,R 11
X MP 1,Rabu,5-6-7,10:00,12:00,CLASS,IPAS,"Sri Subekti, S.Pd",R 11
X MP 1,Rabu,8,13:00,13:40,CLASS,BK,Veronica Damay Rulitasari S.Pd,R 11
X MP 1,Rabu,9-10,13:40,15:00,CLASS,Informatika,Kurnila Putri Islamawati S.Pd,Lab. AP BAWAH
X MP 1,Kamis,1-2,07:00,08:20,CLASS,Pendidikan Pancasila,"Tutut Sriatin, S.Pd",R 11
X MP 1,Kamis,3-4,08:20,09:40,CLASS,Matematika,"Rulik Indrawati, S.Pd",R 11
X MP 1,Kamis,5-6,10:00,11:20,CLASS,Koding dan Kecerdasan Artifisial,Kurnila Putri Islamawati S.Pd,Lab. AP BAWAH
X MP 1,Kamis,7-8-9-10,11:20,15:00,CLASS,Dasar MPLB,"Dwi Kuswanto, S.Pd",R 11
X MP 1,Jumat,1,07:00,07:30,PEMBIASAAN,Pembiasaan Hari Jumat,,
X MP 1,Jumat,2-3-4,07:30,09:00,CLASS,PJOK,"Zainul Arifin,S.Pd",LAP
X MP 1,Jumat,5-6-7-8,09:00,11:20,CLASS,Dasar MPLB,"Dwi Kuswanto, S.Pd",R 11
X MP 1,Jumat,9-10-11,13:00,14:30,CLASS,Pendidikan Agama Islam dan Budi Pekerti,"Fitria Diah Ayu Hartati, S.Pd",R 11
X MP 1,Jumat,12-13,14:30,15:30,CLASS,Informatika,Kurnila Putri Islamawati S.Pd,Lab. AP BAWAH
X MP 2,Senin,1,07:00,07:40,UPACARA,Upacara/Apel,,
X MP 2,Senin,2,07:40,08:20,CLASS,BK,Nishfu Laili S.Pd,R 12
X MP 2,Senin,3-4,08:20,09:40,CLASS,Pendidikan Pancasila,"Tutut Sriatin, S.Pd",R 12
